Paper ID	PaperTitle	AuthorNames
1613	Knowledge Sheaves: A Sheaf-Theoretic Framework for Knowledge Graph Embedding	"Gebhart, Thomas*; Hansen, Jakob; Schrater, Paul"
1617	Active Cost-aware Labeling of Streaming Data	"Cai, Ting*; Kandasamy, Kirthevasan"
1618	Krylov--Bellman boosting: Super-linear policy evaluation in general state spaces	"Xia, Eric*; Wainwright, Martin"
1619	SwAMP: Swapped Assignment of Multi-Modal Pairs for Cross-Modal Retrieval	"Kim, Minyoung*"
1620	A Mini-Block Fisher Method for Deep Neural Networks	"Bahamou, Achraf*; Goldfarb, Donald; Ren, Yi"
1627	Origins of Low-Dimensional Adversarial Perturbations	"Dohmatob, Elvis*; Guo, Chuan; Goibert, Morgane"
1629	On the Convergence of Distributed Stochastic Bilevel Optimization Algorithms over a Network	"Gao, Hongchang*; Gu, Bin; Thai, My T."
1636	Pricing against a Budget and ROI Constrained Buyer	"Golrezaei, Negin; Jaillet , Patrick; Liang, Jason Cheuk Nam*; Mirrokni, Vahab"
1637	Improving Dual-Encoder Training Through Dynamic Indexes for Negative Mining	"Monath, Nicholas*; Zaheer, Manzil; Allen, Kelsey; McCallum, Andrew"
1638	Incentive-aware Contextual Pricing with Non-parametric Market Noise	"Golrezaei, Negin; Jaillet , Patrick; Liang, Jason Cheuk Nam*"
1644	Coherent Probabilistic Forecasting of Temporal Hierarchies	"Rangapuram, Syama Sundar*; Kapoor, Shubham; Nirwan, Rajbir S; Mercado, Pedro; Januschowski, Tim ; Wang, Yuyang; Bohlke-Schneider, Michael"
1648	Optimal robustness-consistency tradeoffs for learning-augmented metrical task systems	"Christianson, Nicolas*; Shen, Junxuan; Wierman, Adam"
1651	Randomized geometric tools for anomaly detection in stock markets	"Bachelard, Cyril; Chalkis, Apostolos; Fisikopoulos, Vissarion; Tsigaridas, Elias*"
1653	ForestPrune: Compact Depth-Pruned Tree Ensembles	"Liu, Brian*; Mazumder, Rahul"
1656	Instance-dependent Bounds for Zero-sum Matrix Games	"Maiti, Arnab*; Jamieson, Kevin; Ratliff, Lillian "
1662	Multiple-policy High-confidence Policy Evaluation	"Dann, Chris; Ghavamzadeh, Mohammad; Marinov, Teodor Vanislavov*"
1678	Scalable Probabilistic and Causal Inference using Tractable Circuit Models	"Wang, Benjie*; Kwiatkowska, Marta"
1679	Improved Approximation for Fair Correlation Clustering	"Ahmadian, Sara*; Negahbani, Maryam"
1682	Scalable Bicriteria Algorithms for Non-Monotone Submodular Cover	"Crawford, Victoria*"
1688	Diffusion Generative Models in Infinite Dimensions	"Kerrigan, Gavin*; Ley, Justin S; Smyth, Padhraic"
1693	MMD-B-Fair: Learning Fair Representations with Statistical Testing	"Deka, Namrata*; Sutherland, Danica J."
1694	Domain Adaptation under Missingness Shift---Tackling Underreporting	"Zhou, Helen*; Balakrishnan, Sivaraman; Lipton, Zachary "
1698	Nash Equilibria and Pitfalls of Adversarial Training in Adversarial Robustness Games	"Balcan, Maria-Florina; Pukdee, Rattana*; Ravikumar, Pradeep ; Zhang, Hongyang"
1699	Adapting to Latent Subgroup Shifts via Concepts and Proxies	"Alabdulmohsin, Ibrahim; Chiou, Nicole; D'Amour, Alexander; Gretton, Arthur; Koyejo, Sanmi; Kusner, Matt J*; Pfohl, Stephen R; Salaudeen, Olawale; Schrouff, Jessica; Tsai, Katherine"
1701	Huber-robust confidence sequences	"Wang, Hongjian*; Ramdas, Aaditya"
1707	On the Privacy Risks of Algorithmic Recourse	"Pawelczyk, Martin*; Lakkaraju, Himabindu; Neel, Seth"
1708	Reducing Discretization Error in the Frank-Wolfe Method	"Chen, Zhaoyue*; Sun, Yifan"
1713	Improved Sample Complexity Bounds for Distributionally Robust Reinforcement Learning	"Xu, Zaiyan*; Panaganti, Kishan; Kalathil, Dileep"
1715	Factorial SDE for Multi-Output Gaussian Process Regression	"Jeong, Daniel P*; Kim, Seyoung"
1718	Interactive Learning with Pricing for Optimal and Stable Allocations in Markets	"Erginbas, Yigit Efe*; Phade, Soham; Ramchandran, Kannan"
1720	Learning to Generalize Provably in Learning to Optimize	"Yang, Junjie*; Chen, Tianlong; Zhu, Mingkang; He, Fengxiang; Tao, Dacheng; Liang, Yingbin; Wang, Zhangyang"
1725	Theory and Algorithm for Batch Distribution Drift Problems	"Awasthi, Pranjal; Cortes, Corinna; Mohri, Christopher*"
1727	On The Convergence Of Policy Iteration-Based Reinforcement Learning With Monte Carlo Policy Evaluation	"Winnicki, Anna*; Srikant, R"
1729	Precision/Recall on Imbalanced Test Data	"Shang, Hongwei*; Langlois, Jean-Marc; Tsioutsiouliklis, Kostas; Kang, Changsung"
1731	Iterative Teaching by Data Hallucination	"Qiu, Zeju; Liu, Weiyang*; Xiao, Tim Z; Liu, Zhen; Bhatt, Umang; Luo, Yucen; Weller, Adrian; Schölkopf, Bernhard"
1735	Near-Optimal Differentially Private Reinforcement Learning	"Qiao, Dan*; Wang, Yu-Xiang"
1736	Doubly Fair Dynamic Pricing	"Xu, Jianyu*; Qiao, Dan; Wang, Yu-Xiang"
1738	Hedging against Complexity: Distributionally Robust Optimization with Parametric Approximation	"Iyengar, Garud; Lam, Henry; Wang, Tianyu*"
1741	Probabilities of Causation: Role of Observational Data	"Li, Ang*; Pearl, Judea"
1746	Influence Diagnostics under Self-concordance	"Fisher, Jillian R*; Liu, Lang; Pillutla, Krishna; Choi, Yejin; Harchaoui, Zaid"
1755	Theoretically Grounded Loss Functions and Algorithms for Adversarial Robustness	"Awasthi, Pranjal; Mao, Anqi; Mohri, Mehryar; Zhong, Yutao*"
1758	 Large deviations rates for stochastic gradient descent with strongly convex functions	"Bajovic, Dragana*; Jakovetic, Dusan; Kar, Soummya"
1761	Stochastic Optimization for Spectral Risk Measures	"Mehta, Ronak*; Liu, Lang; Pillutla, Krishna; Roulet, Vincent; Harchaoui, Zaid"
1764	Improving adaptive conformal prediction using self-supervised learning	"Seedat, Nabeel*; Jeffares, Alan; Imrie, Fergus; van der Schaar, Mihaela"
1772	Oracle-free Reinforcement Learning in Mean-Field Games along a Single Sample Path	"ZAMAN, MUHAMMAD ANEEQ UZ*; Koppel, Alec; Bhatt, Sujay; Basar, Tamer"
1780	Sparsity-Inducing Categorical Prior Improves Robustness of the Information Bottleneck	"Samaddar, Anirban*; Madireddy, Sandeep; Balaprakash, Prasanna; Maiti, Taps; de los Campos, Gustavo; Fischer, Ian"
1791	Ideal Abstractions for Decision-Focused Learning	"Poli, Michael*; Massaroli, Stefano; Ermon, Stefano ; Wilder, Bryan; Horvitz, Eric"
1800	Probabilistic Querying of Continuous-Time Event Sequences	"Boyd, Alex J*; Chang, Yuxin; Mandt, Stephan; Smyth, Padhraic"
1801	Semantic Strengthening of Neuro-Symbolic Learning	"Ahmed, Kareem*; Chang, Kai-Wei; Van den Broeck, Guy"
1802	Fast Variational Estimation of Mutual Information for Implicit and Explicit Likelihood Models	"Dahlke, Caleb*; Zheng, Sue; Pacheco, Jason"
1805	SurvivalGAN: Generating time-to-event Data for Survival Analysis	"Norcliffe, Alexander LI*; Cebere, Bogdan C; Imrie, Fergus; Lió, Pietro; van der Schaar, Mihaela"
1807	A Conditional Gradient-based Method for Simple Bilevel Optimization with Convex Lower-level Problem	"Jiang, Ruichen*; Abolfazli, Nazanin; Mokhtari, Aryan; Yazdandoost Hamedani, Erfan"
1810	Stochastic Methods for AUC Optimization subject to AUC-based Fairness Constraints	"Yao, Yao*; Lin, Qihang; Yang, Tianbao"
1820	DIET: Conditional independence testing with marginal dependence measures of residual information	"Sudarshan, Mukund; Puli, Aahlad*; Tansey, Wesley; Ranganath, Rajesh"
1829	Algorithm-Dependent Bounds for Representation Learning of Multi-Source Domain Adaptation	"CHEN, QI*; Marchand, Mario"
1830	Actually Sparse Variational Gaussian Processes	"Cunningham, Harry J*; de Souza, Daniel A; Takao, So; van der Wilk, Mark; Deisenroth, Marc"
1834	Competing against Adaptive Strategies in Online Learning via Hints	"Bhaskara, Aditya*; Munagala, Kamesh"
1835	ProbNeRF: Uncertainty-Aware Inference of 3D Shapes from 2D Images	"Hoffman, Matthew D*; Sountsov, Pavel; Le, Tuan Anh; Lee, Ben; Suter, Christopher; Mansinghka, Vikash; A. Saurous, Rif"
1836	Minimum-Entropy Coupling Approximation Guarantees Beyond the Majorization Barrier	"Compton, Spencer*; Katz, Dmitriy A; Qi, Benjamin; Greenewald, Kristjan; Kocaoglu, Murat"
1847	Automatic Attention Pruning: Improving and Automating Model Pruning using Attentions	"zhao, kaiqi*; Jain, Animesh; Zhao, Ming "
1848	Sample Complexity of Distinguishing Cause from Effect	"Acharya, Jayadev; Bhadane, Sourbh*; Bhattacharyya, Arnab; Kandasamy, Saravanan; Sun, Ziteng"
1856	Graph Spectral Embedding using the Geodesic Betweenness Centrality	"Deutsch, Shay*; Soatto, Stefano"
1858	Who Should Predict? Exact Algorithms For Learning to Defer to Humans	"Mozannar, Hussein*; Lang, Hunter; Wei, Dennis; Sattigeri, Prasanna; Das, Subhro; Sontag, David"
1862	Score-based Change Point Detection for Unnormalized Models	"Wu, Suya*; Diao, Enmao; Banerjee, Taposh; Ding, Jie; Tarokh, Vahid"
1863	Dropout-Resilient Secure Multi-Party Collaborative Learning with Linear Communication Complexity	"Lu, Xingyu XL; Sami, Hasin Us; Guler, Basak*"
1866	Reinforcement Learning with Step-wise Fairness Constraints	"Deng, Zhun*; Sun, He; Wu, Steven; Zhang, Linjun; Parkes, David"
1872	Implicit Graphon Neural Representation	"Xia, Xinyue*; Mishne, Gal; Wang, Yusu "
1873	Fitting low-rank models on egocentrically sampled partial networks	"Chan, Ga Ming Angus*; Li, Tianxi"
1875	Federated Asymptotics: a model to compare federated learning algorithms	"Cheng, Gary*; Chadha, Karan; Duchi, John"
1877	Conformalized Unconditional Quantile Regression	"Alaa, Ahmed*; Hussain, Zeshan M; Sontag, David"
1887	Wasserstein Distributional Learning via Majorization-Minimization	"Tang, Chengliang*; Lenssen, Nathan; Wei, Ying; Zheng, Tian"
1888	HeteRSGD: Tackling Heterogeneous Sampling Costs via Optimal Reweighted Stochastic Gradient Descent	"Chen, Ziang; Lu, Jianfeng; Qian, Huajie*; Wang, XInshang; Yin, Wotao"
1891	Ultra-marginal Feature Importance: Learning from Data with Causal Guarantees	"Janssen, Joseph*; Guan, Vincent; Robeva, Elina"
1892	On the Implicit Geometry of Cross-Entropy Parameterizations for Label-Imbalanced Data	"Behnia, Tina; Kini, Ganesh Ramachandra*; Vakilian, Vala; Thrampoulidis, Christos"
1894	Convolutional Persistence as a Remedy to Neural Model Analysis	"Khramtsova, Ekaterina*; Zuccon, Guido; Wang, Xi; Baktashmotlagh, Mahsa"
1897	Uniformly Conservative Exploration in Reinforcement Learning	"Xu, Wanqiao*; Ma, Yecheng; Xu, Kan; Bastani, Hamsa; Bastani, Osbert"
1898	Provable Safe Reinforcement Learning with Binary Feedback	"Bennett, Andrew*; Misra, Dipendra; Kallus, Nathan"
1901	Balanced Off-Policy Evaluation for Personalized Pricing	"Elmachtoub, Adam; Gupta, Vishal; ZHAO, YUNFAN*"
1904	Provable Hierarchy-Based Meta-Reinforcement Learning	"Chua, Kurtland*; Lei, Qi; Lee, Jason"
1906	A Blessing of Dimensionality in Membership Inference through Regularization	"Tan, Jasper T*; LeJeune, Daniel; Mason, Blake; Javadi, Hamid; Baraniuk, Richard"
1908	Posterior Tracking Algorithm for Classification Bandits	"Tabata, Koji*; Komiyama, Junpei; Nakamura, Atsuyoshi; Komatsuzaki, Tamiki"
1922	The Power of Recursion in Graph Neural Networks for Counting Substructures	"Tahmasebi, Behrooz*; Lim, Derek; Jegelka, Stefanie"
1937	Mixtures of All Trees	"Selvam, Nikil R*; Zhang, Honghua; Van den Broeck, Guy"
1944	Improving Adversarial Robustness via Joint Classification and Multiple Explicit Detection Classes	"Baharlouei, Sina*; Sheikholeslami, Fatemeh; Razaviyayn, Meisam; Kolter, Zico"
1945	Performative Prediction with Neural Networks	"Mofakhami, Mehrnaz*; Mitliagkas, Ioannis; Gidel, Gauthier"
1953	Benign overfitting of non-smooth neural networks beyond lazy training	"Xu, Xingyu*; Gu, Yuantao"
1965	"A New Modeling Framework for Continuous, Sequential Domains"	"Dong, Hailiang*; Amato, James C; Gogate, Vibhav; Ruozzi, Nicholas"
1972	TS-UCB: Improving on Thompson Sampling With Little to No Additional Computation	"Baek, Jackie*; Farias, Vivek"
1974	Reward Learning as Doubly Nonparametric Bandits:  Optimal Design and Scaling Laws	"Bhatia, Kush*; Guo, Wenshuo; Steinhardt, Jacob"
1978	Approximate Regions of Attraction in Learning with Decision-Dependent Distributions	"Dong, Roy; Ratliff, Lillian ; Zhang, Heling*"
1991	Randomized Primal-Dual Methods with Line-Search for Saddle Point Problems	"Yazdandoost Hamedani, Erfan*; Jalilzadeh, Afrooz; Aybat, Necdet Serhat"
2011	Spectral Augmentations for Graph Contrastive Learning	"Ghose, Amur*; Zhang, Yingxue; Hao, Jianye; Coates, Mark"
2032	Deep Value Function Networks for Large-Scale Multistage Stochastic Programming Problems	"Bae, Hyunglip; Lee, Jinkyu; Kim, Woo Chang*; Lee, Yongjae"
2033	Optimal Sketching Bounds for Sparse Linear Regression	"Mai, Tung; Munteanu, Alexander*; Musco, Cameron; Rao, Anup; Schwiegelshohn, Chris; Woodruff, David"
2035	Average case analysis of Lasso under ultra sparse conditions	"Okajima, Koki*; Meng, Xiangming; Takahashi, Takashi; Kabashima, Yoshiyuki"
2061	Uncertainty Estimates of Predictions via a General Bias-Variance Decomposition	"Gruber, Sebastian*; Buettner, Florian"
2062	Collision Probability Matching Loss for Disentangling Epistemic Uncertainty from Aleatoric Uncertainty	"Narimatsu, Hiromi*; Ozawa, Mayuko; Kumano, Shiro"
2072	Random Features Model with General Convex Regularization: A Fine Grained Analysis with Precise Asymptotic Learning Curves	"Bosch, David*; Panahi, Ashkan; Ozcelikkale, Ayca; Dubhashi, Devdatt"
2075	"Learning to Defer to Multiple Experts: Consistent Surrogate Losses, Confidence Calibration, and Conformal Ensembles"	"Verma, Rajeev; Barrejon, Daniel*; Nalisnick, Eric"
2076	Spread Flows for Manifold Modelling	"Zhang, Mingtian*; Sun, Yitong; Zhang, Chen; McDonagh, Steven"
2091	Breaking a Classical Barrier for Classifying Arbitrary Test Examples in the Quantum Model	"Gluch, Grzegorz*; Barooti, Khashayar; Urbanke, Rüdiger"
2096	Characterizing Polarization in Social Networks using the Signed Relational Latent Distance Model	"Nakis, Nikolaos; Celikkanat, Abdulkadir; Boucherie, Louis; Djurhuus, Christian V; Burmester, Felix B; Mathias Holmelund, Daniel ; Frolcová, Monika; Mørup, Morten*"
2097	Algorithm for Constrained Markov Decision Process with Linear Convergence	"Gladin, Egor; Lavrik-Karmazin, Maksim ; Zainullina, Karina; Rudenko, Varvara; Gasnikov, Alexander; Takac, Martin*"
2099	Inducing Neural Collapse in Deep Long-tailed Learning	"LIU, Xuantong*; Zhang, Jianfeng; Hu, Tianyang; CAO, He; Yao, Yuan; Pan, Lujia"
2100	Encoding Domain Knowledge in Multi-view Latent Variable Models: A Bayesian Approach with Structured Sparsity	"Qoku, Arber*; Buettner, Florian"
2106	Regression as Classification: Influence of Task Formulation on Neural Network Features	"Stewart, Lawrence*; Bach, Francis; Berthet, Quentin; Vert, Jean-Philippe"
2112	"Robust Linear Regression: Gradient-descent, Early-stopping, and Beyond"	"Scetbon, Meyer*; Dohmatob, Elvis"
2130	Using Sliced Mutual Information to Study Memorization and Generalization in Deep Neural Networks	"Wongso, Shelvia*; Ghosh, Rohan; Motani, Mehul"
2132	Probing Graph Representations	"Akhondzadeh, Mohammad Sadegh*; Lingam, Vijay; Bojchevski, Aleksandar"
2134	Efficient SAGE Estimation via Causal Structure Learning	"Luther, Christoph*; König, Gunnar; Grosse-Wentrup, Moritz"
